856_domain	DATA	BIOMED	discipline_clinical	discipline_basic	discipline_biology	discipline_pharma	discipline_affective	discipline_dentistry	discipline_medicine_general	discipline_neurosciences	FUNDER	FNS_FUNDER	EU_FUNDER
ECOLINT.CH	0	0	0	0	0	0	0	0	0	0	0	0	0
ECOLOGYANDSOCIETY.ORG	0	0	0	0	0	0	0	0	0	0	0	0	0
ECOLOMICS-INTERNATIONAL.ORG	0	0	0	0	0	0	0	0	0	0	0	0	0
ECONBIZ.DE	0	0	0	0	0	0	0	0	0	0	0	0	0
ECONGEOL.GEOSCIENCEWORLD.ORG	0	0	0	0	0	0	0	0	0	0	0	0	0
ECONOMIA.PUC.CL	0	0	0	0	0	0	0	0	0	0	0	0	0
ECONPAPERS.REPEC.ORG	0	0	0	0	0	0	0	0	0	0	0	0	0
ECONSTOR.EU	0	0	0	0	0	0	0	0	0	0	0	0	0
ECONTENT.HOGREFE.COM	0	7	7	0	0	0	1	0	0	0	3	3	0
ECOUMENE.BLOGSPOT.FR	0	0	0	0	0	0	0	0	0	0	0	0	0
ECPR.EU	0	0	0	0	0	0	0	0	0	0	0	0	0
EDA.ADMIN.CH	0	0	0	0	0	0	0	0	0	0	0	0	0
EDC.HCUGE.CH	1	1	1	0	0	0	0	0	0	0	1	1	0
EDC.HUG.CH	1	1	1	0	0	0	0	0	0	0	0	0	0
EDEN-ONLINE.ORG	0	0	0	0	0	0	0	0	0	0	0	0	0
EDI.ADMIN.CH	0	0	0	0	0	0	0	0	0	0	0	0	0
EDIMARK.FR	0	1	1	0	0	0	0	0	0	0	0	0	0
EDITIONS-ACADEMIA.BE	0	0	0	0	0	0	0	0	0	0	0	0	0
EDITIONS-ELLIPSES.FR	0	0	0	0	0	0	0	0	0	0	0	0	0
EDITIONS-HARMATTAN.FR	0	0	0	0	0	0	0	0	0	0	0	0	0
EDITIONS-MSH.FR	0	0	0	0	0	0	0	0	0	0	0	0	0
EDITIONS-VENDEMIAIRE.COM	0	1	1	0	0	0	0	0	0	0	0	0	0
EDITIONS-VERDIER.FR	0	0	0	0	0	0	0	0	0	0	0	0	0
EDITIONS-ZONES.FR	0	0	0	0	0	0	0	0	0	0	0	0	0
EDITIONS.POLYTECHNIQUE.FR	0	0	0	0	0	0	0	0	0	0	0	0	0
EDITIONS.SCIENCESHUMAINES.COM	0	0	0	0	0	0	0	0	0	0	0	0	0
EDITIONS205.FR	0	0	0	0	0	0	0	0	0	0	0	0	0
EDITIONSBDL.COM	0	0	0	0	0	0	0	0	0	0	0	0	0
EDITIONSDELAMARTINIERE.FR	0	0	0	0	0	0	0	0	0	0	1	1	0
EDITIONSDESANTE.COM	0	1	1	0	0	0	0	0	0	0	0	0	0
EDITIONSDUCERF.FR	0	0	0	0	0	0	0	0	0	0	0	0	0
EDITIONSEPISTEME.ORG	0	0	0	0	0	0	0	0	0	0	0	0	0
EDITIONSJFD.COM	0	0	0	0	0	0	0	0	0	0	0	0	0
EDITIONSLADECOUVERTE.FR	0	0	0	0	0	0	0	0	0	0	0	0	0
EDITIONSLEP.CH	0	0	0	0	0	0	0	0	0	0	0	0	0
EDITIONSMETROPOLIS.COM	0	0	0	0	0	0	0	0	0	0	0	0	0
EDITIONSTEXTUEL.COM	0	0	0	0	0	0	0	0	0	0	0	0	0
EDITIONSTHEMIS.COM	0	0	0	0	0	0	0	0	0	0	0	0	0
EDITORASENACSP.COM.BR	0	0	0	0	0	0	0	0	0	0	0	0	0
EDITORE.CH	1	0	0	0	0	0	0	0	0	0	0	0	0
EDITURA-UNIBUC.RO	0	0	0	0	0	0	0	0	0	0	0	0	0
EDL.REVUES.ORG	0	1	1	0	0	0	0	0	0	0	1	1	0
EDOCS.FU-BERLIN.DE	0	0	0	0	0	0	0	0	0	0	0	0	0
EDPSCIENCES.ORG	0	2	0	0	0	2	0	0	0	0	1	1	0
EDREV.INFO	0	0	0	0	0	0	0	0	0	0	0	0	0
EDUC-REVUES.FR	0	0	0	0	0	0	0	0	0	0	0	0	0
EDUCATION-ET-DIDACTIQUE.BRETAGNE.IUFM.FR	0	0	0	0	0	0	0	0	0	0	0	0	0
EDUCATIONDIDACTIQUE.REVUES.ORG	0	0	0	0	0	0	0	0	0	0	0	0	0
EDUCATIONFORHEALTH.NET	0	1	1	0	0	0	0	0	1	0	0	0	0
EDUCATIONSANTESOCIETES.NET	0	1	1	0	0	0	0	0	0	0	0	0	0
EDUCAUSE.EDU	0	0	0	0	0	0	0	0	0	0	0	0	0
EDUCMATH.ENS-LYON.FR	0	0	0	0	0	0	0	0	0	0	0	0	0
EDUCOOP.ORG	0	0	0	0	0	0	0	0	0	0	0	0	0
EDUDOC.CH	0	0	0	0	0	0	0	0	0	0	0	0	0
EDUMIGROM.EU	0	0	0	0	0	0	0	0	0	0	0	0	0
EDUTICE.ARCHIVES-OUVERTES.FR	0	0	0	0	0	0	0	0	0	0	0	0	0
EDWIDMER.ORG	0	0	0	0	0	0	0	0	0	0	0	0	0
EEAS.EUROPA.EU	0	0	0	0	0	0	0	0	0	0	0	0	0
EECS.TUFTS.EDU	0	0	0	0	0	0	0	0	0	0	0	0	0
EER.SAGEPUB.COM	0	0	0	0	0	0	0	0	0	0	0	0	0
EFA.GR	0	0	0	0	0	0	0	0	0	0	1	1	0
EFG.INRS.CA	0	0	0	0	0	0	0	0	0	0	0	0	0
EFG.REVUES.ORG	0	0	0	0	0	0	0	0	0	0	0	0	0
EFNIL.ORG	0	0	0	0	0	0	0	0	0	0	0	0	0
EFORT.ORG	0	10	10	0	0	0	0	0	0	0	0	0	0
EFSUPIT.RO	0	0	0	0	0	0	0	0	0	0	0	0	0
EGA-ARCHIVE.ORG	8	7	4	4	0	0	0	0	0	0	4	4	3
EGMS.DE	0	2	1	0	0	0	0	0	2	0	0	0	0
EGOJOURNAL.EU	0	1	1	0	0	0	0	0	0	0	0	0	0
EHJCIMAGING.OXFORDJOURNALS.ORG	0	1	1	0	0	0	0	0	0	0	0	0	0
EHJOURNAL.BIOMEDCENTRAL.COM	0	0	0	0	0	0	0	0	0	0	0	0	0
EHNE.FR	0	0	0	0	0	0	0	0	0	0	0	0	0
EIAH2017.UNISTRA.FR	0	0	0	0	0	0	0	0	0	0	0	0	0
EIAH2019.SCIENCESCONF.ORG	0	0	0	0	0	0	0	0	0	0	0	0	0
EIASM.ORG	0	0	0	0	0	0	0	0	0	0	0	0	0
EIC.OXFORDJOURNALS.ORG	0	0	0	0	0	0	0	0	0	0	0	0	0
EIZPUBLISHING.CH	0	0	0	0	0	0	0	0	0	0	0	0	0
EJBJS.ORG	0	1	1	0	0	0	0	0	0	0	0	0	0
EJCRIM.COM	0	2	2	0	0	0	0	0	1	0	0	0	0
EJCTS.OXFORDJOURNALS.ORG	0	1	1	0	0	0	0	0	0	0	0	0	0
EJE.BIOSCIENTIFICA.COM	0	1	1	0	0	0	0	0	0	0	0	0	0
EJED.QUINTESSENZ.DE	0	1	0	0	0	0	0	1	0	0	0	0	0
EJGO.IMRPRESS.COM	0	2	2	0	0	0	0	0	0	0	0	0	0
EJHI.SPRINGEROPEN.COM	0	2	2	0	0	0	0	0	0	1	1	1	0
EJHP.BMJ.COM	0	5	1	0	0	4	0	0	0	0	0	0	0
EJIL.OXFORDJOURNALS.ORG	0	0	0	0	0	0	0	0	0	0	0	0	0
EJILTALK.ORG	0	0	0	0	0	0	0	0	0	0	0	0	0
EJL-FJV.CH	0	0	0	0	0	0	0	0	0	0	0	0	0
EJM.COPERNICUS.ORG	0	0	0	0	0	0	0	0	0	0	1	1	0
EJNMMIPHYS.SPRINGEROPEN.COM	0	1	1	0	0	0	0	0	0	0	0	0	0
EJNMMIRES.SPRINGEROPEN.COM	0	2	2	0	0	0	0	0	0	1	2	1	1
EJO.OXFORDJOURNALS.ORG	0	3	0	0	0	0	0	3	0	0	0	0	0
EJOP.PSYCHOPEN.EU	0	0	0	0	0	0	0	0	0	0	0	0	0
EJOURNAL.UPI.EDU	0	0	0	0	0	0	0	0	0	0	0	0	0
EJOURNALS.BIB.UNI-WUPPERTAL.DE	0	0	0	0	0	0	0	0	0	0	0	0	0
EJOURNALS.FACULTAS.AT	0	0	0	0	0	0	0	0	0	0	0	0	0
EJOURNALS.LIB.AUTH.GR	0	0	0	0	0	0	0	0	0	0	1	1	0
EJOURNALS.UNM.EDU	0	0	0	0	0	0	0	0	0	0	0	0	0
EJP.EJPECP.ORG	0	0	0	0	0	0	0	0	0	0	0	0	0
EJPD.EU	0	2	0	0	0	0	0	2	0	0	0	0	0
EJVES.COM	0	0	0	0	0	0	0	0	0	0	0	0	0
EKF.ADMIN.CH	0	0	0	0	0	0	0	0	0	0	0	0	0
EKFF.ADMIN.CH	0	0	0	0	0	0	0	0	0	0	0	0	0
EKM.ADMIN.CH	0	0	0	0	0	0	0	0	0	0	0	0	0
EKR.ADMIN.CH	0	0	0	0	0	0	0	0	0	0	0	0	0
ELECTRONICIMAGING.SPIEDIGITALLIBRARY.ORG	0	0	0	0	0	0	0	0	0	0	0	0	0
ELGARONLINE.COM	0	0	0	0	0	0	0	0	0	0	0	0	0
ELIB.SUUB.UNI-BREMEN.DE	0	0	0	0	0	0	0	0	0	0	0	0	0
ELIBRARY.DUNCKER-HUMBLOT.COM	0	0	0	0	0	0	0	0	0	0	0	0	0
ELIBRARY.STEINER-VERLAG.DE	0	0	0	0	0	0	0	0	0	0	0	0	0
ELIBRARYWEB.NET	0	1	1	0	0	0	0	0	0	0	0	0	0
ELIFESCIENCES.ORG	0	44	7	14	22	4	2	0	0	1	29	28	10
ELITMED.HU	0	1	1	0	0	0	0	0	0	0	0	0	0
ELLIADD.UNIV-FCOMTE.FR	0	0	0	0	0	0	0	0	0	0	0	0	0
ELSEVIER-MASSON.FR	0	4	4	0	0	0	0	0	0	0	0	0	0
ELSEVIER.COM	0	3	1	2	1	0	0	0	1	0	1	1	0
EM-CONSULTE.COM	0	34	34	0	0	0	0	1	0	0	0	0	0
EM-PREMIUM.COM	0	1	1	0	0	0	0	0	0	0	0	0	0
EMBOJ.EMBOPRESS.ORG	0	16	0	0	16	0	0	0	0	0	5	5	0
EMBOMOLMED.EMBOPRESS.ORG	0	1	0	1	0	0	0	0	0	0	0	0	0
EMBOPRESS.ORG	0	12	1	1	9	0	0	1	0	0	7	5	7
EMBOR.EMBOPRESS.ORG	0	2	1	0	1	0	0	0	0	0	0	0	0
EMCINTERPRETING.ORG	0	0	0	0	0	0	0	0	0	0	0	0	0
EMEK.ADMIN.CH	0	0	0	0	0	0	0	0	0	0	0	0	0
EMERALD.COM	0	2	2	0	0	0	0	0	0	0	2	2	0
EMERALDINSIGHT.COM	0	0	0	0	0	0	0	0	0	0	0	0	0
EMF.UNIGE.CH	0	0	0	0	0	0	0	0	0	0	0	0	0
EMIF-CATALOGUE.EU	1	1	1	0	0	0	0	0	0	0	1	0	1
EMIF-CATALOGUE.EU;EMIF.EU	1	1	1	0	0	0	0	0	0	0	1	1	1
EMJ.BMJ.COM	0	0	0	0	0	0	0	0	0	0	0	0	0
EMOBILITY.UNIBE.CH	0	0	0	0	0	0	0	0	0	0	0	0	0
EMOTIONRESEARCHER.COM	0	1	0	1	0	0	1	0	0	0	0	0	0
EMS.PRESS	0	0	0	0	0	0	0	0	0	0	0	0	0
EN-JEU.NUMEREV.COM	0	0	0	0	0	0	0	0	0	0	0	0	0
ENBAS.NET	0	0	0	0	0	0	0	0	0	0	0	0	0
ENCYCLO-PHILO.FR	0	4	1	0	0	0	3	0	0	0	0	0	0
ENDO.ENDOJOURNALS.ORG	0	25	13	13	0	0	0	0	0	0	0	0	0
ENDOCRINE-ABSTRACTS.ORG	1	2	2	0	0	0	0	0	0	0	0	0	0
ENERGY-SHIFTS.EU	0	0	0	0	0	0	0	0	0	0	0	0	0
ENEURO.ORG	0	3	2	2	0	0	1	0	0	0	1	1	0
ENPAIR.ORG	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSEIGNEMENT.BE	0	0	0	0	0	0	0	0	0	0	0	0	0
ENTANDAUDIOLOGYNEWS.COM	0	1	1	0	0	0	0	0	0	0	0	0	0
ENTREMONDE.NET	0	0	0	0	0	0	0	0	0	0	0	0	0
ENTREVUES.ORG	0	0	0	0	0	0	0	0	0	0	0	0	0
ENVEUROPE.SPRINGEROPEN.COM	0	0	0	0	0	0	0	0	0	0	0	0	0
ENVIRONMENTALSYSTEMSRESEARCH.COM	0	0	0	0	0	0	0	0	0	0	0	0	0
EOR.BIOSCIENTIFICA.COM	0	4	4	0	0	0	0	0	0	0	1	0	1
EOS.ORG	0	0	0	0	0	0	0	0	0	0	0	0	0
EP.LIU.SE	0	0	0	0	0	0	0	0	0	0	0	0	0
EP.PHYSOC.ORG	0	1	0	1	0	0	0	0	0	0	0	0	0
EPAA.ASU.EDU	0	0	0	0	0	0	0	0	0	0	0	0	0
EPFLPRESS.ORG	0	1	1	0	0	0	0	0	0	0	1	1	0
EPI.CH	0	2	2	0	0	0	0	0	0	0	0	0	0
EPILEPSIE.HUG-GE.CH	0	1	1	0	0	0	0	0	0	0	0	0	0
EPISTEME.REVUES.ORG	0	2	2	0	0	0	0	0	0	0	0	0	0
EPISTEMOCRITIQUE.ORG	0	5	5	0	0	0	0	0	0	0	0	0	0
EPJ-CONFERENCES.ORG	0	0	0	0	0	0	0	0	0	0	0	0	0
EPJAP.ORG	0	0	0	0	0	0	0	0	0	0	1	0	1
EPJDATASCIENCE.SPRINGEROPEN.COM	0	0	0	0	0	0	0	0	0	0	0	0	0
EPLJOURNAL.EDPSCIENCES.ORG	0	0	0	0	0	0	0	0	0	0	0	0	0
EPRINTS.EEMCS.UTWENTE.NL	0	0	0	0	0	0	0	0	0	0	0	0	0
EPRINTS.WHITEROSE.AC.UK	0	1	1	0	0	0	0	0	0	0	0	0	0
EPROCEEDINGS.WORLDSCINET.COM	0	0	0	0	0	0	0	0	0	0	0	0	0
EPUB.OEAW.AC.AT	0	0	0	0	0	0	0	0	0	0	0	0	0
EPUBLICATIONS.UNILIM.FR	1	0	0	0	0	0	0	0	0	0	1	1	0
EPUBS.SIAM.ORG	0	0	0	0	0	0	0	0	0	0	0	0	0
EQUITESANTE.ORG	0	0	0	0	0	0	0	0	0	0	0	0	0
EQUITYHEALTHJ.BIOMEDCENTRAL.COM	0	1	0	0	0	0	0	0	1	0	0	0	0
EQUITYHEALTHJ.COM	0	0	0	0	0	0	0	0	0	0	0	0	0
ER.UQAM.CA	0	1	1	0	0	0	0	0	0	0	0	0	0
ERAE.OXFORDJOURNALS.ORG	0	0	0	0	0	0	0	0	0	0	0	0	0
ERCIM-NEWS.ERCIM.EU	0	0	0	0	0	0	0	0	0	0	0	0	0
ERCIM.EU	0	0	0	0	0	0	0	0	0	0	0	0	0
EREVISTAS.SABER.ULA.VE	0	0	0	0	0	0	0	0	0	0	0	0	0
ERIFONLINE.ORG	0	0	0	0	0	0	0	0	0	0	0	0	0
ERJ.ERSJOURNALS.COM	0	19	19	1	0	0	0	0	0	0	0	0	0
ERLEBNIS-GEOLOGIE.CH	0	0	0	0	0	0	0	0	0	0	0	0	0
ERR.ERSJOURNALS.COM	0	3	3	0	0	0	0	0	0	0	0	0	0
ERUDIT.ORG	0	2	2	0	0	0	0	0	0	0	0	0	0
ESAG.SWISS	0	0	0	0	0	0	0	0	0	0	0	0	0
ESAIM-M2AN.ORG	0	0	0	0	0	0	0	0	0	0	0	0	0
ESAIM-PROC.ORG	0	0	0	0	0	0	0	0	0	0	0	0	0
ESAJOURNALS.ONLINELIBRARY.WILEY.COM	0	0	0	0	0	0	0	0	0	0	0	0	0
ESCARDIO.ORG	0	1	1	0	0	0	0	0	0	0	0	0	0
ESCIENCECENTRAL.ORG	0	2	2	0	0	0	0	0	0	0	0	0	0
ESCP-EAP.NET	0	0	0	0	0	0	0	0	0	0	0	0	0
ESCREVENDOOFUTURO.ORG.BR	0	0	0	0	0	0	0	0	0	0	0	0	0
ESD.COPERNICUS.ORG	0	0	0	0	0	0	0	0	0	0	1	1	0
ESEN.EDUCATION.FR	1	0	0	0	0	0	0	0	0	0	0	0	0
ESF-SCIENCESHUMAINES.FR	0	0	0	0	0	0	0	0	0	0	0	0	0
ESHPH.ORG	0	0	0	0	0	0	0	0	0	0	1	1	0
ESIL-SEDI.EU	0	0	0	0	0	0	0	0	0	0	0	0	0
ESKA.FR	0	2	2	0	0	0	0	0	0	0	0	0	0
ESPACEPOLITIQUE.REVUES.ORG	0	0	0	0	0	0	0	0	0	0	0	0	0
ESPACESTEMPS.NET	0	2	2	0	0	0	0	0	0	0	2	2	0
ESPACIOTIEMPOYEDUCACION.COM	0	0	0	0	0	0	0	0	0	0	0	0	0
ESPE-GUADELOUPE.FR	0	0	0	0	0	0	0	0	0	0	0	0	0
ESPE.UNIV-NANTES.FR	0	0	0	0	0	0	0	0	0	0	0	0	0
ESPON.EU	0	0	0	0	0	0	0	0	0	0	0	0	0
ESSACHESS.COM	0	0	0	0	0	0	0	0	0	0	0	0	0
ESSD.COPERNICUS.ORG	0	0	0	0	0	0	0	0	0	0	0	0	0
ESTSJOURNAL.ORG	0	0	0	0	0	0	0	0	0	0	1	1	0
ESV.INFO	0	0	0	0	0	0	0	0	0	0	0	0	0
ETERNA.UNIBAS.CH	0	1	0	0	1	0	0	0	0	0	0	0	0
ETHIQUEPUBLIQUE.REVUES.ORG	0	0	0	0	0	0	0	0	0	0	0	0	0
ETHNOGRAPHIQUES.ORG	0	0	0	0	0	0	0	0	0	0	0	0	0
ETHNOZOOTECHNIE.ASSO.EDUCAGRI.FR	0	0	0	0	0	0	0	0	0	0	0	0	0
ETJ.BIOSCIENTIFICA.COM	0	1	1	1	0	0	0	0	0	0	0	0	0
ETP-JOURNAL.ORG	0	20	20	0	0	0	0	0	0	0	0	0	0
ETSIN.FAIRDATA.FI	1	1	0	1	0	0	0	0	0	0	1	1	1
ETUDESROBESPIERRISTES.COM	0	0	0	0	0	0	0	0	0	0	0	0	0
ETUDIERLABIBLE.CH	0	0	0	0	0	0	0	0	0	0	0	0	0
EU-TOPIAS.ORG	0	0	0	0	0	0	0	0	0	0	0	0	0
EU.WILEY.COM	0	2	1	1	0	0	0	0	0	0	0	0	0
EUBIOS.INFO	0	1	1	0	0	0	0	0	0	0	0	0	0
EUBLOCKCHAINFORUM.EU	0	0	0	0	0	0	0	0	0	0	0	0	0
EUCORNEA.SCHOLASTICAHQ.COM	0	0	0	0	0	0	0	0	0	0	0	0	0
EUCRIM.EU	0	0	0	0	0	0	0	0	0	0	0	0	0
EUPPUBLISHING.COM	0	0	0	0	0	0	0	0	0	0	0	0	0
EUR-J-OPHTHALMOL.COM	0	1	1	0	0	0	0	0	0	0	0	0	0
EURANNALLERGYIMM.COM	0	1	1	1	1	0	0	0	0	0	0	0	0
EURAPA.BIOMEDCENTRAL.COM	0	2	2	1	0	0	0	0	0	0	0	0	0
EUREDIT-EDITIONS.COM	0	0	0	0	0	0	0	0	0	0	0	0	0
EUREKASELECT.COM	0	12	9	4	0	1	0	0	0	1	3	3	1
EURHEARTJ.OXFORDJOURNALS.ORG	0	9	9	1	0	0	0	0	0	0	0	0	0
EURJANAT.COM	0	1	1	1	0	0	0	0	0	0	0	0	0
EURJMEDRES.BIOMEDCENTRAL.COM	0	2	2	0	0	0	0	0	0	0	0	0	0
EURO.WHO.INT	0	0	0	0	0	0	0	0	0	0	0	0	0
EUROFAMNET.EU	0	0	0	0	0	0	0	0	0	0	0	0	0
EUROINTERVENTION.PCRONLINE.COM	0	1	1	1	0	0	0	0	0	0	0	0	0
EUROJNLOFPSYCHOTRAUMATOL.NET	0	1	0	0	0	0	1	0	0	0	0	0	0
EUROPACE.OXFORDJOURNALS.ORG	0	5	5	0	0	0	0	0	0	0	0	0	0
EUROPARL.EUROPA.EU	0	0	0	0	0	0	0	0	0	0	0	0	0
EUROPEANBANKINGLAW.COM	0	0	0	0	0	0	0	0	0	0	0	0	0
EUROPEANBUSINESSREVIEW.COM	0	0	0	0	0	0	0	0	0	0	0	0	0
EUROPEANJOURNALOFTAXONOMY.EU	0	1	0	0	1	0	0	0	0	0	0	0	0
EUROPEANLAWINSTITUTE.EU	0	0	0	0	0	0	0	0	0	0	0	0	0
EUROPEPMC.ORG	0	3	2	1	0	0	0	0	0	0	0	0	0
EUROPHYSICSNEWS.ORG	0	0	0	0	0	0	0	0	0	0	0	0	0
EUROSURVEILLANCE.ORG	0	13	11	2	0	0	0	0	0	0	1	1	0
EUROZINE.COM	0	0	0	0	0	0	0	0	0	0	0	0	0
EURRADIOLEXP.SPRINGEROPEN.COM	0	2	2	1	0	1	0	0	0	0	1	1	0
EUSJOURNAL.COM	0	0	0	0	0	0	0	0	0	0	0	0	0
EVENEMENT.CH	0	0	0	0	0	0	0	0	0	0	0	0	0
EVENTS.PNNL.GOV	1	0	0	0	0	0	0	0	0	0	0	0	0
EVIDENCE.NEJM.ORG	0	1	1	0	0	0	0	0	0	0	0	0	0
EVODEVOJOURNAL.BIOMEDCENTRAL.COM	0	3	0	0	3	0	0	0	0	0	2	2	0
EVOLUTION-OUTREACH.BIOMEDCENTRAL.COM	0	1	0	0	1	0	0	0	0	0	0	0	0
EVRICA.ORG.UA:8080	0	0	0	0	0	0	0	0	0	0	0	0	0
EXARC.NET	0	0	0	0	0	0	0	0	0	0	0	0	0
EXEDRAJOURNAL.COM	0	0	0	0	0	0	0	0	0	0	0	0	0
EXERCER.FR	0	3	3	0	0	0	0	0	0	0	0	0	0
EXORIENTE.ORG	0	1	0	0	1	0	0	0	0	0	1	1	0
EXPERT-ISE.CH	0	0	0	0	0	0	0	0	0	0	0	0	0
EXPERT-REVIEWS.COM	0	3	2	1	0	0	0	0	0	0	0	0	0
EXPLORE.RERO.CH	1	0	0	0	0	0	0	0	0	0	0	0	0
EXTRANET.HEPL.CH	0	0	0	0	0	0	0	0	0	0	0	0	0
EYES-ON-EUROPE.EU	0	0	0	0	0	0	0	0	0	0	0	0	0
EZ1.MEDHYG.CH	0	4	4	0	0	0	0	0	0	0	0	0	0
F-S-U.CH	0	0	0	0	0	0	0	0	0	0	1	1	0
F1000RESEARCH.COM	0	8	4	2	2	0	1	0	0	1	5	5	0
FABULA.ORG	0	2	2	0	0	0	0	0	0	0	0	0	0
FACULTY.MAXWELL.SYR.EDU	0	0	0	0	0	0	0	0	0	0	0	0	0
FACULTY.WASHINGTON.EDU	0	0	0	0	0	0	0	0	0	0	0	0	0
FACULTYOPINIONS.COM	0	1	0	0	1	0	0	0	0	0	0	0	0
FAI.SAGEPUB.COM	0	2	2	0	0	0	0	0	0	0	0	0	0
FAILIBELLI.ORG	0	0	0	0	0	0	0	0	0	0	0	0	0
FAITESLADIFFERENCE.ORG	0	0	0	0	0	0	0	0	0	0	0	0	0
FAMPRA.RECHT.CH	0	0	0	0	0	0	0	0	0	0	0	0	0
FARSIUNIDEA.IT	0	0	0	0	0	0	0	0	0	0	0	0	0
FASEB.ONLINELIBRARY.WILEY.COM	0	2	1	1	1	0	0	0	0	0	1	1	0
FASEBJ.ORG	0	6	2	2	0	0	0	0	2	0	0	0	0
FBA.ORG.UK	0	0	0	0	0	0	0	0	0	0	0	0	0
FBT.TUMS.AC.IR	0	2	2	0	0	0	0	0	0	0	0	0	0
FCOMTE.IUFM.FR	0	1	0	0	0	0	0	0	1	0	0	0	0
FCON_1000.PROJECTS.NITRC.ORG	1	1	1	0	0	0	0	0	0	0	1	1	1
FDSLIVE.OUP.COM	0	1	0	0	1	0	0	0	0	0	0	0	0
FEBS.ONLINELIBRARY.WILEY.COM	0	7	2	1	5	0	0	0	0	0	8	6	4
FECILCAM.BR	0	0	0	0	0	0	0	0	0	0	0	0	0
FERDI.FR	0	0	0	0	0	0	0	0	0	0	0	0	0
FERRERGUARDIA.ORG	1	0	0	0	0	0	0	0	0	0	0	0	0
FFRI.HR	0	1	0	0	0	0	1	0	0	0	0	0	0
FICHL.ORG	0	0	0	0	0	0	0	0	0	0	0	0	0
FIELDGUIDES.FIELDMUSEUM.ORG	0	2	0	0	2	0	0	0	0	0	0	0	0
FIGSHARE.COM	41	37	34	8	3	2	0	0	1	0	18	18	1
FILE:	0	0	0	0	0	0	0	0	0	0	0	0	0
FILES.EAFT-AET.NET	0	0	0	0	0	0	0	0	0	0	0	0	0
FILES.ERIC.ED.GOV	0	0	0	0	0	0	0	0	0	0	1	1	0
FILES.ETHZ.CH	0	0	0	0	0	0	0	0	0	0	0	0	0
FILES.NOWHERELAND.INFO	0	0	0	0	0	0	0	0	0	0	0	0	0
FIND.GALEGROUP.COM	0	1	0	0	1	0	0	0	0	0	0	0	0
FINK.DE	0	0	0	0	0	0	0	0	0	0	0	0	0
FJFNET.CH	0	0	0	0	0	0	0	0	0	0	0	0	0
FJNSB.ORG	0	0	0	0	0	0	0	0	0	0	0	0	0
FLASHINFORMATIQUE.EPFL.CH	0	0	0	0	0	0	0	0	0	0	0	0	0
FLIPHTML5.COM	0	0	0	0	0	0	0	0	0	0	0	0	0
FLOWREPOSITORY.ORG	2	2	2	0	0	0	0	0	0	0	0	0	0
FLOWS.HYPOTHESES.ORG	0	0	0	0	0	0	0	0	0	0	0	0	0
FMCH.BMJ.COM	0	1	1	0	0	0	0	0	1	0	0	0	0
FMPM.CH	0	0	0	0	0	0	0	0	0	0	0	0	0
FN.BMJ.COM	0	4	4	0	0	0	0	0	0	0	0	0	0
FOCUSIFRS.COM	0	0	0	0	0	0	0	0	0	0	0	0	0
FOI-ET-VIE.FR	0	0	0	0	0	0	0	0	0	0	0	0	0
FOLIA.UNIFR.CH	0	0	0	0	0	0	0	0	0	0	0	0	0
FONDATIONDEFRANCE.ORG	0	0	0	0	0	0	0	0	0	0	0	0	0
FOOD-ALLERGENS.DE	0	5	5	0	0	0	0	0	0	0	0	0	0
FORMAMENTE.GUIDEASSOCIATION.ORG	0	0	0	0	0	0	0	0	0	0	0	0	0
FORMATION-PROFESSION.ORG	0	0	0	0	0	0	0	0	0	0	0	0	0
FORMATIONEMPLOI.REVUES.ORG	0	0	0	0	0	0	0	0	0	0	1	1	0
FORMATIVE.JMIR.ORG	0	4	4	0	0	1	0	0	0	0	0	0	0
FORMAZIONE.UNIMIB.IT	0	0	0	0	0	0	0	0	0	0	0	0	0
FORSBASE.UNIL.CH	1	1	1	0	0	0	0	0	0	0	1	1	0
FORTRESSPRESS.COM	0	0	0	0	0	0	0	0	0	0	0	0	0
FORTUNEJOURNALS.COM	0	3	3	0	0	1	0	0	0	0	1	1	0
FORUMLECTURE.CH	0	0	0	0	0	0	0	0	0	0	0	0	0
FORUMPOENALE.RECHT.CH	0	0	0	0	0	0	0	0	0	0	0	0	0
FPTT-PFTT.GC.CA	0	0	0	0	0	0	0	0	0	0	0	0	0
FR.BRUYLANT.BE	0	0	0	0	0	0	0	0	0	0	0	0	0
FR.BRUYLANT.LARCIERGROUP.COM	0	0	0	0	0	0	0	0	0	0	0	0	0
FR.CALAMEO.COM	0	0	0	0	0	0	0	0	0	0	0	0	0
FR.SCRIBD.COM	0	0	0	0	0	0	0	0	0	0	0	0	0
FR.SHOP.KUNSTHAUS.CH	0	0	0	0	0	0	0	0	0	0	0	0	0
FR.SLIDESHARE.NET	0	0	0	0	0	0	0	0	0	0	0	0	0
FRANCOANGELI.IT	0	0	0	0	0	0	0	0	0	0	0	0	0
FRANK-TIMME.DE	0	0	0	0	0	0	0	0	0	0	0	0	0
FRANTICE.NET	0	0	0	0	0	0	0	0	0	0	0	0	0
FRENCHJOURNALFORMEDIARESEARCH.COM	0	0	0	0	0	0	0	0	0	0	0	0	0
FRONTIERES.ORG	0	0	0	0	0	0	0	0	0	0	0	0	0
FRONTIERSIN.ORG	4	333	263	58	22	31	20	3	1	3	131	120	19
