id	date	BIOMED	discipline_clinical	discipline_basic	discipline_biology	discipline_pharma	discipline_affective	discipline_dentistry	discipline_medicine_general	discipline_neurosciences	DATA	DATA_TYPE_appendixes	DATA_TYPE_data_supplements	DATA_TYPE_shared_data	FUNDER	FNS_FUNDER	EU_FUNDER	type
unige:129925	2019	1	0	1	0	0	0	0	0	0	1	0	1	0	1	1	0	Article scientifique
unige:129926	2019	1	1	1	0	0	0	0	0	0	1	0	1	0	0	0	0	Article scientifique
unige:129927	2019	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	Thèse
unige:129945	2019	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	Article scientifique
unige:129991	2020	1	1	0	0	0	0	0	0	0	0	0	0	0	1	1	0	Article scientifique
unige:130011	2019	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	Thèse de privat-docent
unige:130012	2019	1	1	1	0	0	0	0	0	0	0	0	0	0	1	1	0	Article scientifique
unige:130014	2019	1	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	Article scientifique
unige:130015	2019	1	0	1	0	0	0	0	0	0	0	0	0	0	1	1	0	Article scientifique
unige:130016	2020	1	0	1	0	0	0	0	0	0	1	0	1	0	0	0	0	Article scientifique
unige:130024	2019	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	Article scientifique
unige:130025	2019	1	0	1	0	0	0	0	0	0	0	0	0	0	1	1	0	Article scientifique
unige:130027	2019	1	0	1	0	0	0	0	0	0	0	0	0	0	1	1	0	Article scientifique
unige:130032	2020	1	0	1	0	1	0	0	0	0	1	0	1	0	1	1	1	Article scientifique
unige:130034	2020	1	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	Article scientifique
unige:130090	2019	1	1	1	0	0	0	0	0	0	0	0	0	0	1	1	0	Article scientifique
unige:130091	2020	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	Thèse de privat-docent
unige:130187	2019	1	1	0	0	0	0	0	0	0	0	0	0	0	1	1	0	Chapitre de livre
unige:130188	2019	1	1	0	0	0	0	0	0	0	0	0	0	0	1	1	0	Chapitre de livre
unige:130200	2020	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	Article scientifique
unige:130216	2019	1	1	0	0	0	0	0	0	0	1	0	1	0	0	0	0	Article scientifique
unige:130217	2019	1	1	0	0	0	0	0	0	0	0	0	0	0	1	1	0	Article scientifique
unige:130218	2019	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	Article scientifique
unige:130219	2019	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	Article scientifique
unige:130220	2019	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	Article scientifique
unige:130221	2019	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	Article scientifique
unige:130222	2019	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	Article scientifique
unige:130346	2020	1	1	1	0	0	0	0	0	0	0	0	0	0	1	1	0	Article scientifique
unige:130357	2020	1	0	1	1	0	0	0	0	0	0	0	0	0	1	1	0	Article scientifique
unige:130358	2019	1	1	0	0	0	0	0	0	0	1	0	1	1	1	1	0	Article scientifique
unige:130363	2019	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	Thèse de privat-docent
unige:130376	2018	1	0	1	0	0	0	0	0	0	0	0	0	0	1	0	1	Article scientifique
unige:130380	2018	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	Article scientifique
unige:130406	2018	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	Article scientifique
unige:130473	2018	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	Chapitre d'actes
unige:130491	2020	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	Master
unige:130493	2020	1	0	0	1	0	0	0	0	0	1	1	0	0	0	0	0	Master
unige:130514	2019	1	1	0	0	0	1	0	0	0	1	0	1	1	1	1	0	Article scientifique
unige:130515	2018	1	1	0	0	0	0	0	0	0	1	0	0	1	0	0	0	Article scientifique
unige:130516	2018	1	0	0	0	0	0	0	1	0	1	0	1	0	0	0	0	Article scientifique
unige:130517	2018	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	Article scientifique
unige:130518	2018	1	1	0	0	0	0	0	0	0	1	0	1	0	0	0	0	Article scientifique
unige:130519	2020	1	1	0	0	0	0	0	0	0	1	0	1	0	0	0	0	Article scientifique
unige:130598	2020	1	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	Article professionnel
unige:130734	2020	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	Master
unige:130747	2020	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	Article scientifique
unige:130758	2020	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	Article scientifique
unige:130765	2020	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	Master
unige:130769	2019	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	Thèse
unige:130773	2020	1	1	0	0	0	0	0	0	0	0	0	0	0	1	1	0	Article scientifique
unige:130782	2019	1	1	0	0	0	0	0	0	0	0	0	0	0	1	1	0	Article scientifique
unige:130807	2020	1	1	0	0	0	0	0	0	0	1	0	0	1	0	0	0	Article scientifique
unige:130884	2020	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	Article scientifique
unige:130910	2019	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	Article scientifique
unige:131059	2019	1	1	0	0	0	0	0	0	0	1	0	1	0	1	1	0	Article scientifique
unige:131062	2019	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	Thèse
unige:131066	2019	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	Article scientifique
unige:131067	2019	1	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	Article scientifique
unige:131068	2019	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	Article scientifique
unige:131069	2019	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	Article scientifique
unige:131070	2019	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	Article scientifique
unige:131071	2019	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	Article scientifique
unige:131072	2019	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	Article scientifique
unige:131073	2019	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	Article scientifique
unige:131074	2019	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	Article scientifique
unige:131075	2019	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	Article scientifique
unige:131083	2020	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	Article scientifique
unige:131084	2020	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	Article scientifique
unige:131085	2020	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	Article scientifique
unige:131086	2020	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	Article scientifique
unige:131087	2020	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	Article scientifique
unige:131088	2020	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	Article scientifique
unige:131089	2020	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	Article scientifique
unige:131090	2020	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	Article scientifique
unige:131091	2020	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	Article scientifique
unige:131092	2020	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	Article scientifique
unige:131093	2020	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	Article scientifique
unige:131094	2020	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	Article scientifique
unige:131095	2020	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	Article scientifique
unige:131096	2020	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	Article scientifique
unige:131097	2020	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	Article scientifique
unige:131098	2020	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	Article scientifique
unige:131184	2019	1	0	1	0	0	0	0	0	0	0	0	0	0	1	1	0	Article scientifique
unige:131188	2020	1	1	1	0	0	0	0	0	0	0	0	0	0	1	1	0	Article scientifique
unige:131189	2020	1	1	1	0	0	0	0	0	0	0	0	0	0	1	1	0	Article scientifique
unige:131190	2020	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	Article scientifique
unige:131191	2019	1	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	Article scientifique
unige:131200	2019	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	Thèse
unige:131202	2020	1	1	0	0	0	0	0	0	0	0	0	0	0	1	1	0	Thèse
unige:131209	2018	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	Article scientifique
unige:131210	2018	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	Article scientifique
unige:131212	2019	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	Article scientifique
unige:131214	2019	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	Article scientifique
unige:131235	2015	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	Article scientifique
unige:131236	2015	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	Article scientifique
unige:131237	2015	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	Article scientifique
unige:131239	2015	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	Article scientifique
unige:131240	2015	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	Article scientifique
unige:131242	2016	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	Article scientifique
unige:131243	2016	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	Article scientifique
unige:131245	2016	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	Article scientifique
unige:131246	2016	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	Article scientifique
unige:131247	2016	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	Article scientifique
unige:131248	2016	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	Article scientifique
unige:131249	2019	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	Article scientifique
unige:131255	2019	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	Article scientifique
unige:131260	2020	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	Article scientifique
unige:131414	2020	1	0	1	0	0	0	0	0	0	1	0	1	0	1	1	0	Article scientifique
unige:131415	2019	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	Thèse
unige:131416	2020	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	Thèse
unige:131417	2020	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	Thèse
unige:131419	2019	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	Thèse
unige:131420	2019	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	Thèse
unige:131423	2020	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	Master
unige:131474	2019	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	Article scientifique
unige:131502	2020	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	Article scientifique
unige:131503	2020	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	Article scientifique
unige:131524	2020	1	0	1	0	0	0	0	0	0	0	0	0	0	1	1	0	Article scientifique
unige:131525	2020	1	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	Article scientifique
unige:131546	2019	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	Article scientifique
unige:131612	2020	1	1	1	0	0	0	0	0	0	0	0	0	0	1	1	0	Article scientifique
unige:131615	2019	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	Article scientifique
unige:131619	2019	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	Thèse
unige:131620	2019	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	Thèse
unige:131624	2019	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	Thèse
unige:131626	2020	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	Thèse
unige:131627	2020	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	Thèse
unige:131629	2019	1	0	0	1	0	0	0	0	0	0	0	0	0	1	1	0	Thèse
unige:131705	2020	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	Article scientifique
unige:131706	2020	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	Article scientifique
unige:131775	2019	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	Thèse
unige:131857	2020	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	Article scientifique
unige:131890	2020	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	Thèse
unige:131892	2020	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	Article scientifique
unige:131894	2020	1	0	1	0	0	0	0	0	0	0	0	0	0	1	1	0	Article scientifique
unige:131895	2020	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	Article scientifique
unige:131896	2020	1	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	Article scientifique
unige:131899	2020	1	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	Article scientifique
unige:131907	2020	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	Thèse
unige:131930	2019	1	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	Article scientifique
unige:131964	2019	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	Article scientifique
unige:132022	2020	1	0	0	1	0	0	0	0	0	1	0	1	1	1	1	0	Autre article
unige:132029	2020	1	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	Article professionnel
unige:132087	2020	1	1	1	0	0	0	0	0	0	1	0	1	0	1	1	0	Article scientifique
unige:132155	2020	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	Article scientifique
unige:132156	2020	1	1	0	0	0	0	0	0	0	1	0	1	0	0	0	0	Article scientifique
unige:132157	2019	1	1	0	0	0	0	0	0	0	0	0	0	0	1	1	0	Article scientifique
unige:132158	2019	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	Article scientifique
unige:132160	2020	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	Thèse
unige:132162	2020	1	0	0	1	0	0	0	0	0	0	0	0	0	1	1	0	Article scientifique
unige:132259	2020	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	Article scientifique
unige:132298	2019	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	Article scientifique
unige:132299	2019	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	Article scientifique
unige:132301	2019	1	1	0	0	0	0	0	0	0	1	0	1	0	0	0	0	Article scientifique
unige:132376	2019	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	Article scientifique
unige:132378	2019	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	Article scientifique
unige:132383	2019	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	Article scientifique
unige:132392	2020	1	1	0	0	0	0	0	0	0	1	0	0	1	0	0	0	Article scientifique
unige:132393	2020	1	1	0	0	0	0	0	0	0	1	0	1	0	0	0	0	Article scientifique
unige:132404	2019	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	Article scientifique
unige:132415	2019	1	1	0	0	0	0	0	0	0	1	0	1	0	1	1	0	Article scientifique
unige:132434	2019	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	Article scientifique
unige:132436	2015	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	Article professionnel
unige:132440	2019	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	Article scientifique
unige:132444	2019	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	Article scientifique
unige:132448	2019	1	1	0	0	0	0	0	0	0	0	0	0	0	1	1	0	Article scientifique
unige:132455	2020	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	Article scientifique
unige:132462	2020	1	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	Article scientifique
unige:132468	2019	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	Article scientifique
unige:132481	2019	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	Article scientifique
unige:132482	2019	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	Article scientifique
unige:132483	2019	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	Article scientifique
unige:132486	2019	1	1	0	0	0	0	0	0	0	1	0	1	0	0	0	0	Article scientifique
unige:132487	2019	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	Article scientifique
unige:132488	2020	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	Article scientifique
unige:132489	2019	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	Article scientifique
unige:132490	2020	1	1	0	0	0	0	0	0	0	0	0	0	0	1	1	0	Article scientifique
unige:132498	2019	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	Article scientifique
unige:132503	2019	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	Article scientifique
unige:132504	2019	1	1	0	0	0	0	0	0	0	1	0	1	0	0	0	0	Article scientifique
unige:132507	2019	1	1	1	0	0	0	0	0	0	1	0	0	1	1	1	0	Article scientifique
unige:132508	2020	1	1	0	0	0	0	0	0	0	1	0	1	0	0	0	0	Article scientifique
unige:132509	2019	1	1	0	0	0	0	0	0	0	1	0	1	0	1	1	0	Article scientifique
unige:132510	2019	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	Article scientifique
unige:132518	2019	1	1	0	0	0	1	0	0	0	0	0	0	0	1	1	0	Article scientifique
unige:132523	2019	1	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	Article scientifique
unige:132524	2019	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	Article scientifique
unige:132525	2019	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	Article scientifique
unige:132526	2019	1	1	0	0	0	0	0	0	0	0	0	0	0	1	0	1	Article scientifique
unige:132527	2020	1	1	0	1	0	0	0	0	0	1	0	1	0	1	1	0	Article scientifique
unige:132528	2019	1	1	0	0	0	0	0	0	0	1	0	0	1	0	0	0	Article scientifique
unige:132529	2019	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	Article scientifique
unige:132570	2019	1	1	0	0	0	0	0	0	0	0	0	0	0	1	1	0	Article scientifique
unige:132609	2020	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	Article scientifique
unige:132610	2019	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	Article scientifique
unige:132611	2019	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	Article scientifique
unige:132612	2019	1	1	0	0	0	0	0	0	0	0	0	0	0	1	1	0	Article scientifique
unige:132613	2019	1	1	0	0	0	0	0	0	0	1	0	1	0	1	1	0	Article scientifique
unige:132655	2019	1	1	0	0	0	0	0	0	0	0	0	0	0	1	1	0	Article scientifique
unige:132657	2019	1	1	0	0	0	0	0	0	0	1	0	1	0	0	0	0	Article scientifique
unige:132659	2019	1	1	0	0	0	0	0	0	0	1	0	1	0	1	1	0	Article scientifique
unige:132661	2020	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	Article scientifique
unige:132662	2019	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	Article scientifique
unige:132663	2019	1	1	0	0	0	0	0	0	0	1	0	1	0	1	1	0	Article scientifique
unige:132669	2019	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	Article scientifique
unige:132672	2020	1	1	0	0	0	0	0	0	0	0	0	0	0	1	1	0	Article scientifique
unige:132673	2019	1	1	0	0	0	0	0	0	0	0	0	0	0	1	1	0	Article scientifique
unige:132674	2019	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	Article scientifique
unige:132675	2019	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	Article scientifique
unige:132676	2019	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	Article scientifique
unige:132677	2019	1	1	0	0	0	0	0	0	0	0	0	0	0	1	1	0	Article scientifique
unige:132678	2019	1	1	0	0	0	0	0	0	0	1	0	1	0	1	1	0	Article scientifique
unige:132679	2019	1	1	0	0	0	0	0	0	0	1	0	1	1	0	0	0	Article scientifique
unige:132680	2019	1	1	0	0	0	0	0	0	0	0	0	0	0	1	1	0	Article scientifique
unige:132681	2019	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	Article scientifique
unige:132682	2019	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	Article scientifique
unige:132683	2019	1	1	0	0	0	0	0	0	0	1	0	1	0	0	0	0	Article scientifique
unige:132684	2020	1	1	0	0	0	0	0	0	0	1	1	0	0	1	1	0	Article scientifique
unige:132685	2019	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	Article scientifique
unige:132686	2019	1	1	0	0	0	0	0	0	0	1	0	1	0	0	0	0	Article scientifique
unige:132687	2019	1	1	0	0	0	0	0	0	0	0	0	0	0	1	1	0	Article scientifique
unige:132688	2019	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	Article scientifique
unige:132689	2020	1	1	1	0	0	0	0	0	0	0	0	0	0	1	1	0	Article scientifique
unige:132690	2020	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	Article scientifique
unige:132691	2019	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	Article scientifique
unige:132692	2020	1	1	0	0	0	0	0	0	0	0	0	0	0	1	1	0	Article scientifique
unige:132693	2019	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	Article scientifique
unige:132694	2019	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	Article scientifique
unige:132695	2019	1	1	0	0	0	0	0	0	0	0	0	0	0	1	1	0	Article scientifique
unige:132711	2019	1	1	0	0	0	0	0	0	0	1	0	1	0	0	0	0	Article scientifique
unige:132716	2019	1	1	0	0	0	0	0	0	0	1	0	1	0	0	0	0	Article scientifique
unige:132723	2019	1	1	0	0	0	0	0	0	0	1	0	1	0	0	0	0	Article scientifique
unige:132724	2019	1	1	0	0	0	0	0	0	0	1	0	1	0	1	1	0	Article scientifique
unige:132725	2019	1	1	0	0	0	0	0	0	0	1	0	1	0	0	0	0	Article scientifique
unige:132726	2019	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	Article scientifique
unige:132727	2019	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	Article scientifique
unige:132728	2019	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	Article scientifique
unige:132729	2019	1	1	0	0	0	0	0	0	0	1	0	1	0	1	1	0	Article scientifique
unige:132730	2019	1	1	0	0	0	0	0	0	0	1	0	1	0	1	1	0	Article scientifique
unige:132731	2019	1	1	0	0	0	0	0	0	0	0	0	0	0	1	1	0	Article scientifique
unige:132732	2019	1	1	0	0	0	0	0	0	0	0	0	0	0	1	0	1	Article scientifique
unige:132733	2019	1	1	0	0	0	0	0	0	0	1	0	1	0	1	1	0	Article scientifique
unige:132734	2019	1	1	0	0	0	0	0	0	0	1	0	1	0	0	0	0	Article scientifique
unige:132735	2020	1	1	0	0	0	0	0	0	0	1	0	1	0	0	0	0	Article scientifique
unige:132736	2020	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	Article scientifique
unige:132737	2020	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	Article scientifique
unige:132738	2020	1	1	0	0	0	0	0	0	0	0	0	0	0	1	1	0	Article scientifique
unige:132740	2019	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	Article scientifique
unige:132745	2018	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	Article scientifique
unige:132751	2019	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	Article scientifique
unige:132752	2019	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	Article scientifique
unige:132753	2020	1	1	0	0	0	0	0	0	0	0	0	0	0	1	1	0	Article scientifique
unige:132756	2019	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	Article scientifique
unige:132760	2019	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	Article scientifique
unige:132766	2019	1	1	0	0	0	0	0	0	0	1	0	1	0	1	1	0	Article scientifique
unige:132769	2019	1	1	0	0	0	0	0	0	0	0	0	0	0	1	1	0	Article scientifique
unige:132778	2020	1	1	0	0	0	0	0	0	0	0	0	0	0	1	1	0	Article scientifique
unige:132817	2015	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	Article scientifique
unige:132818	2015	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	Article scientifique
unige:132819	2015	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	Article scientifique
unige:132820	2015	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	Article scientifique
unige:132839	2015	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	Article scientifique
unige:132850	2019	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	Article scientifique
unige:132851	2019	1	1	0	0	0	0	0	0	0	1	0	1	0	1	1	0	Article scientifique
unige:132852	2020	1	0	1	0	0	0	0	0	0	0	0	0	0	1	1	0	Article scientifique
unige:132853	2019	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	Article scientifique
unige:132872	2019	1	1	0	0	0	0	0	0	0	1	0	1	0	0	0	0	Article scientifique
unige:132873	2019	1	1	0	0	0	0	0	0	0	1	0	1	0	0	0	0	Article scientifique
unige:132874	2019	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	Article scientifique
unige:132876	2017	1	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	Article scientifique
unige:132878	2020	1	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	Article scientifique
unige:132957	2019	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	Article scientifique
unige:132958	2019	1	1	0	0	0	0	0	0	0	0	0	0	0	1	1	0	Article scientifique
unige:132959	2019	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	Article scientifique
unige:132960	2019	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	Article scientifique
unige:132961	2019	1	1	0	0	0	0	0	0	0	1	0	1	0	0	0	0	Article scientifique
unige:132962	2019	1	1	0	0	0	0	0	0	0	1	0	1	0	0	0	0	Article scientifique
unige:132963	2020	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	Article scientifique
unige:132964	2019	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	Article scientifique
unige:132965	2019	1	1	0	0	0	0	0	0	0	1	0	1	0	0	0	0	Article scientifique
unige:132966	2019	1	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	Article scientifique
unige:132967	2019	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	Article scientifique
unige:132968	2019	1	1	0	0	0	0	0	0	0	1	0	0	1	0	0	0	Article scientifique
unige:132969	2019	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	Article scientifique
unige:132970	2019	1	1	0	0	0	0	0	0	0	0	0	0	0	1	1	0	Article scientifique
unige:132971	2019	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	Article scientifique
unige:132972	2019	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	Article scientifique
unige:132973	2019	1	1	0	0	0	0	0	0	0	1	0	1	0	1	1	0	Article scientifique
unige:132974	2019	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	Article scientifique
