id	date	BIOMED	discipline_clinical	discipline_basic	discipline_biology	discipline_pharma	discipline_affective	discipline_dentistry	discipline_medicine_general	discipline_neurosciences	DATA	DATA_TYPE_appendixes	DATA_TYPE_data_supplements	DATA_TYPE_shared_data	FUNDER	FNS_FUNDER	EU_FUNDER	type	DOI	PMID	AOU	PUBMED	DATA_PUBMED	OPENALEX	DOI_OPENALEX	ID_OPENALEX	is_oa	oa_status	date_openalex	PMID_OPENALEX
unige:165130	2021	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	Article scientifique	10.1093/EURHEARTJ/EHAA833	33521827	1	0	0	1	10.1093/EURHEARTJ/EHAA833	W3098292482	True	bronze	2020	0
unige:154674	2021	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	Article scientifique	10.11607/IJP.7070	33571326	1	0	0	1	10.11607/IJP.7070	W3128808321	True	bronze	2021	0
unige:150467	2021	1	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	Article scientifique	10.53738/REVMED.2021.17.725.0320	33586379	1	0	0	1		W3129502942	False	closed	2021	0
unige:153929	2021	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	Article scientifique	10.11607/IJP.7055	33625384	1	0	0	1	10.11607/IJP.7055	W3130131600	True	green	2021	0
unige:154671	2021	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	Article scientifique	10.11607/IJP.6700	33651029	1	0	0	1	10.11607/IJP.6700	W3133514951	True	green	2021	0
unige:158021	2021	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	Article scientifique	10.1007/S00701-021-04800-8	33730204	1	0	0	1	10.1007/S00701-021-04800-8	W3137144205	True	bronze	2021	0
unige:152341	2021	1	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	Article scientifique	10.1002/HEP4.1669	33860120	1	0	0	1	10.1002/HEP4.1669	W3118699994	True	gold	2021	0
unige:154661	2021	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	Article scientifique	10.11607/IJP.7248	33871489	1	0	0	1	10.11607/IJP.7248	W3155021309	True	green	2022	0
unige:155763	2021	1	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	Article scientifique	10.53738/REVMED.2021.17.739.0999	34009760	1	0	0	1		W3160676312	False	closed	2021	0
unige:169691	2021	1	1	0	0	0	0	0	0	0	1	0	1	0	0	0	0	Article scientifique	10.1111/ALL.14951	34022062	1	0	0	1	10.1111/ALL.14951	W3139332531	True	green	2021	0
unige:169282	2021	1	1	0	0	0	0	0	0	0	1	1	0	0	0	0	0	Article scientifique	10.1302/1863-2548.15.200203	34040654	1	0	0	1	10.1302/1863-2548.15.200203	W3135214279	True	gold	2021	0
unige:167396	2021	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	Article scientifique	10.1007/S00198-021-06018-X	34061236	1	0	0	1	10.1007/S00198-021-06018-X	W3164235236	False	closed	2021	0
unige:158799	2021	1	1	0	0	0	0	0	0	0	1	1	0	0	1	0	1	Article scientifique	10.1093/BRAIN/AWAB219	34114611	1	0	0	1	10.1093/BRAIN/AWAB219	W3170966379	True	bronze	2021	0
unige:161009	2021	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	Article scientifique	10.1093/EURHEARTJ/EHAB353	34125191	1	0	0	1	10.1093/EURHEARTJ/EHAB353	W3171725016	True	bronze	2021	0
unige:161089	2021	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	Article scientifique	10.1093/EURHEARTJ/EHAB390	34279602	1	0	0	1	10.1093/EURHEARTJ/EHAB390	W3187023231	True	bronze	2021	0
unige:163180	2021	1	1	0	0	0	0	0	0	0	1	1	0	0	0	0	0	Article scientifique	10.1111/TID.13698	34323343	1	0	0	1	10.1111/TID.13698	W3183753795	True	green	2021	0
unige:154206	2021	1	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	Article scientifique	10.1016/J.CLNU.2021.06.022	34358835	1	0	0	1	10.1016/J.CLNU.2021.06.022	W3173205544	True	hybrid	2021	0
unige:155364	2021	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	Article scientifique	10.1109/TNSRE.2021.3105271	34398757	1	0	0	1	10.1109/TNSRE.2021.3105271	W3193532582	True	gold	2021	0
unige:155141	2021	1	1	0	0	0	0	0	0	0	1	0	1	0	0	0	0	Article scientifique	10.1016/J.RESUSCITATION.2021.08.016	34416307	1	0	0	1	10.1016/J.RESUSCITATION.2021.08.016	W3193706035	True	hybrid	2021	0
unige:154579	2021	1	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	Article scientifique	10.53738/REVMED.2021.17.747.1428	34431637	1	0	0	1		W3194037892	False	closed	2021	0
unige:169280	2021	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	Article scientifique	10.3171/2021.3.PEDS21137	34450578	1	0	0	1	10.3171/2021.3.PEDS21137	W3194965571	True	bronze	2021	0
unige:156527	2021	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	Article scientifique	10.1038/D41586-021-02357-1	34465905	1	0	0	1	10.1038/D41586-021-02357-1	W3197025228	False	closed	2021	0
unige:169637	2021	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	Article scientifique	10.1016/J.JOGOH.2021.102230	34536588	1	0	0	1	10.1016/J.JOGOH.2021.102230	W3199250149	False	closed	2021	0
unige:155120	2021	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	Article scientifique	10.1016/J.JPAIN.2021.09.001	34547430	1	0	0	1	10.1016/J.JPAIN.2021.09.001	W3200167545	True	hybrid	2022	0
unige:161322	2022	1	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	Article scientifique	10.1164/RCCM.202102-0254IM	34550865	1	0	0	1	10.1164/RCCM.202102-0254IM	W4226087814	True	green	2022	0
unige:158967	2021	1	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	Article scientifique	10.1007/S00296-021-04993-2	34559277	1	0	0	1	10.1007/S00296-021-04993-2	W3199138588	True	hybrid	2021	0
unige:157122	2021	1	1	0	0	0	0	0	0	0	1	1	0	0	1	1	0	Article scientifique	10.1177/15562646211053538	34779661	1	0	0	1	10.1177/15562646211053538	W3211555031	True	hybrid	2021	0
unige:157760	2021	1	1	0	0	0	0	0	0	0	1	1	0	0	0	0	0	Article scientifique	10.3201/EID2712.204958	34808076	1	0	0	1	10.3201/EID2712.204958	W3215013823	True	gold	2021	0
unige:158801	2021	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	Article scientifique	10.3390/BRAINSCI11111384	34827383	1	0	0	1	10.3390/BRAINSCI11111384	W3210750323	True	gold	2021	0
unige:158800	2022	1	1	0	0	0	0	0	0	0	0	0	0	0	1	1	0	Article scientifique	10.1002/ANA.26282	34877703	1	0	0	1	10.1002/ANA.26282	W4200340799	True	green	2021	0
unige:160662	2021	1	1	0	0	0	0	0	0	0	1	0	0	1	0	0	0	Article scientifique	10.1097/01.TP.0000804720.40126.8E	34908292	1	0	0	1	10.1097/01.TP.0000804720.40126.8E	W3216927094	True	bronze	2021	0
unige:160652	2021	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	Article scientifique	10.1097/01.TP.0000804448.91605.97	34908339	1	0	0	1	10.1097/01.TP.0000804448.91605.97	W3215767010	True	bronze	2021	0
